Column 1	coordinate location
Q4374268	51.485,-1.038
Q43743	
Q4374315	
Q437445	
Q43746	
Q437462	
Q437466	
Q43748	
Q4375074	
Q4375107	
Q437512	
Q4375398	
Q4375404	
Q437543	
Q4375455	
Q4375468	
Q4375473	
Q4375493	
Q4375509	
Q4375546	
Q4375549	
Q4375550	
Q4375566	
Q4375567	
Q43755714	50.078830555556,14.430797222222
Q4375596	
Q4375599	
Q4375624	
Q437571	
Q437582	
Q437594	
Q4375940	
Q4375948	
Q43761930	
Q43763857	
Q4376484	
Q4376535	
Q4376656	
Q4376657	
Q4376669	
Q4376681	
Q4376682	
Q4376955	
Q4376972	
Q4377005	
Q4377013	
Q4377021	
Q4377042	
Q4377065	
Q4377076	
Q437708	
Q4377100	
Q43771277	47.058055555555555,4.864444444444444
Q4377163	
Q4377230	
Q4377323	
Q4377547	
Q437767	
Q43777620	
Q4377853	52.749,-1.535
Q437791	
Q437792	
Q437810	
Q437821	
Q4378270	
Q437838	
Q43788	43.07472222222222,-89.38416666666667
Q437882	
Q437896	
Q437907	
Q437917	
Q437921	
Q43792112	
Q4379497	
Q4379537	-51.66666667,-59.5
Q437962	
Q4379628	
Q4379739	
Q437983	
Q4379900	
Q43799727	
Q43801	
Q438048	
Q438061	
Q4380947	
Q4380966	
Q43812	
