Column 1	coordinate location
Q5314611	
Q5314669	56.4566,-2.9828
Q531467	
Q5314704	54.2389,-1.07472
Q531471	
Q5314720	
Q5314737	
Q5314778	
Q5314812	
Q5314831	56.4656,-2.98111
Q5314856	
Q5314858	
Q5314859	
Q531486	
Q531487	43.863,-79.4227
Q5314949	57.161,-2.4131
Q5314951	57.1712,-2.4101
Q531497	50.983333333333,11.033333333333
Q5314986	-45.8743,170.503
Q531507	
Q5315094	
Q5315117	50.9144,0.9704
Q5315233	53.408,-1.577
Q5315352	56.5642,-3.58444
Q5315458	
Q5315459	
Q5315493	50.4771,-4.7527
Q5315532	
Q5315569	
Q5315592	
Q531562	
Q5315698	51.8866,-0.5106
Q5315705	51.8929,-0.5318
Q5315706	51.886,-0.5176
Q5315717	52.78055555555556,-1.725
Q5315739	51.1929,-3.4381
Q5315748	53.8014,-0.371749
Q5315776	6.2738,6.978
Q5315828	
Q531586	
Q531599	
Q5316	45.083333333333,13.633333333333
Q5316056	51.367222222222,-0.10972222222222
Q531606	
Q531620	60.520833333333,23.220833333333
Q531624	
Q5316422	
Q5316479	54.8386,-1.6045
Q5316480	
Q5316492	
Q5316502	
Q5316517	54.7736,-1.5745
Q5316524	51.5089,-0.123333
Q5316535	
Q5316554	54.771576,-1.583024
Q5316583	54.7681,-1.57333
Q531663	
Q5316652	55.3154,-3.74214
Q5316689	39.50944444,67.45055556
Q5316980	
Q531716	
Q531721	
Q5317255	
Q5317269	
Q5317350	
Q5317474	
Q5317493	
Q5317542	53.3077,-2.63674
Q5317558	
Q5317559	53.282548,-2.62804
Q531772	52.40037,13.04465
Q531776	57.000195618737,13.240729061753
Q531783	
Q5317974	
Q5318	
Q5318121	
Q5318358	52.903,-4.46
Q5318548	
Q5318598	51.4375,-3.30569
Q5318601	51.86,-3.98495
	51.85845,-3.96467
Q531861	
Q5318660	-9,148.75
Q5318731	
Q5318812	
