Column1	coordinatelocation
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756921	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756922	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569227	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569271	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756930	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756938	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756944	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569444	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569451	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569536	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569537	51.5422,0.7106
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569543	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756956	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569563	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569653	-31.40650833333333,142.39381388888887
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569675	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569779	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75698	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569853	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569913	54.471,-3.144
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q756994	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569949	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7569962	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75699626	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757	13.166666666667,-61.233333333333
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570001	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570007	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570033	39,-86
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570085	31,35
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757012	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570161	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570170	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570173	55.8435,-4.24704
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570176	37.45742,-116.60889
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570182	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757022	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75703	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570387	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570403	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570537	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757081	7,97
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570874	-46.4052,168.353
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570900	51.497,-2.594
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570927	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757097	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570972	53.6452,-3.01196
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570973	53.653,-3.017
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570982	53.652,-3.006
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7570988	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571018	50.78441,-1.1006
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571108	54.8303,-2.8766
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571116	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571130	51.5014,-0.09835
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571135	51.5061,-0.105278
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571153	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571157	51.495,-0.056
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571168	51.504,-0.079
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571170	51.5072,-0.0944444
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571171	51.5056,-0.100278
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571189	50.5295,-2.44106
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757134	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757138	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q75714286	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571458	54.9208,-1.4022
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571484	52.3215,1.6009
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757163	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757164	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757169	31,62
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7571737	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757178	51.506666666667,-0.081388888888889
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757180	48.876944444444,2.3591666666667
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572053	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572152	51.4956,-0.0671
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572155	51.1238,0.23706
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q757225	35.882222222222,14.522222222222
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572424	
https://d0rgkq.deta.dev/view_connections?entity=https://www.wikidata.org/entity/Q7572553	
